City,Country,Date,Description,Avg. Cloud,Avg. Daytemp,Avg. Speed
Adelaide,AU,27/5/2015,scattered clouds,32,10.15,2.96
Adelaide,AU,28/5/2015,light rain,32,17.34,5.95
Adelaide,AU,29/5/2015,sky is clear,8,14.83,3.22
Adelaide,AU,30/5/2015,light rain,86,11.44,2.85
Adelaide,AU,31/5/2015,light rain,56,12.22,6.73
Albany,AU,27/5/2015,light rain,92,12.39,3.66
Albany,AU,28/5/2015,overcast clouds,92,14.34,3.4
Albany,AU,29/5/2015,sky is clear,0,15.03,2.57
Albany,AU,30/5/2015,light rain,46,16.44,6.04
Albany,AU,31/5/2015,light rain,12,16.61,1.65
Albury,AU,27/5/2015,light rain,92,11.19,2.11
Albury,AU,28/5/2015,heavy intensity rain,92,12.31,3.45
Albury,AU,29/5/2015,light rain,88,11.63,3.42
Albury,AU,30/5/2015,light rain,89,8.39,1.55
Albury,AU,31/5/2015,moderate rain,90,7.67,4.61
Alice Springs,AU,27/5/2015,scattered clouds,48,13.89,2.91
Alice Springs,AU,28/5/2015,sky is clear,8,25.97,4
Alice Springs,AU,29/5/2015,scattered clouds,36,26.73,4.47
Alice Springs,AU,31/5/2015,moderate rain,100,13.46,4.81
Ararat,AU,27/5/2015,light rain,68,10.19,5.06
Ararat,AU,28/5/2015,moderate rain,24,13.86,7.6
Ararat,AU,29/5/2015,light rain,24,12.28,4.52
Ararat,AU,30/5/2015,light rain,92,9.79,3.83
Ararat,AU,31/5/2015,light rain,85,8.07,7.99
Armidale,AU,27/5/2015,light rain,24,4.3,0.91
Armidale,AU,28/5/2015,light rain,48,11.26,1.27
Armidale,AU,29/5/2015,light rain,36,13.13,2.57
Armidale,AU,30/5/2015,light rain,83,11.99,1.2
Armidale,AU,31/5/2015,light rain,69,16.12,3.91
Atherton,AU,27/5/2015,light rain,12,19.14,4.31
Atherton,AU,28/5/2015,light rain,92,24.91,6.8
Atherton,AU,29/5/2015,light rain,92,22.73,5.67
Atherton,AU,30/5/2015,light rain,8,21.84,1.87
Atherton,AU,31/5/2015,light rain,32,24.02,1.4
Australind,AU,27/5/2015,light rain,48,11.85,3.91
Australind,AU,28/5/2015,sky is clear,0,14.74,4.95
Australind,AU,29/5/2015,sky is clear,0,14.93,3.57
Australind,AU,30/5/2015,light rain,2,17.19,2.93
Australind,AU,31/5/2015,sky is clear,0,17.11,1.81
Ayr,AU,27/5/2015,light rain,20,18.04,3.66
Ayr,AU,28/5/2015,few clouds,12,27.39,5.75
Ayr,AU,29/5/2015,moderate rain,44,26.08,5.22
Ayr,AU,30/5/2015,light rain,20,22.89,1.6
Ayr,AU,31/5/2015,light rain,64,23.87,3.42
Bairnsdale,AU,27/5/2015,sky is clear,0,12.79,3.91
Bairnsdale,AU,28/5/2015,scattered clouds,44,17.75,4
Bairnsdale,AU,29/5/2015,sky is clear,0,15.63,6.02
Bairnsdale,AU,30/5/2015,sky is clear,7,11.04,3.1
Bairnsdale,AU,31/5/2015,moderate rain,8,12.87,9.42
Ballarat,AU,27/5/2015,few clouds,20,11.04,7.16
Ballarat,AU,28/5/2015,moderate rain,0,15.48,11.25
Ballarat,AU,29/5/2015,scattered clouds,32,12.13,7.07
Ballarat,AU,30/5/2015,light rain,72,11.04,5.92
Ballarat,AU,31/5/2015,moderate rain,93,8.07,7.96
Ballina,AU,28/5/2015,sky is clear,0,20.61,1.17
Ballina,AU,29/5/2015,few clouds,20,21.58,5.02
Ballina,AU,30/5/2015,light rain,53,21.44,3.3
Ballina,AU,31/5/2015,light rain,24,22.27,7.28
Ballina,AU,1/6/2015,sky is clear,0,19.73,4.26
Batemans Bay,AU,28/5/2015,sky is clear,8,13.79,1.52
Batemans Bay,AU,29/5/2015,sky is clear,0,16.83,1.67
Batemans Bay,AU,30/5/2015,light rain,26,11.79,1.81
Batemans Bay,AU,31/5/2015,light rain,0,12.82,4.41
Batemans Bay,AU,1/6/2015,light rain,5,12.03,6.97
Benalla,AU,27/5/2015,light rain,92,10.64,2.46
Benalla,AU,28/5/2015,moderate rain,64,11.67,3.1
Benalla,AU,29/5/2015,light rain,44,11.23,2.47
Benalla,AU,30/5/2015,light rain,87,8.89,2.09
Benalla,AU,31/5/2015,moderate rain,55,6.77,5.25
Bendigo,AU,27/5/2015,light rain,32,8.79,2.81
Bendigo,AU,28/5/2015,moderate rain,68,11.98,4.75
Bendigo,AU,29/5/2015,light rain,44,11.28,3.67
Bendigo,AU,30/5/2015,light rain,89,9.79,3.75
Bendigo,AU,31/5/2015,light rain,90,8.12,7.81
Biloela,AU,28/5/2015,sky is clear,0,20.58,3.12
Biloela,AU,29/5/2015,sky is clear,0,22.38,3.67
Biloela,AU,30/5/2015,light rain,60,20.64,2.34
Biloela,AU,31/5/2015,heavy intensity rain,92,21.17,1.65
Biloela,AU,1/6/2015,light rain,76,19.03,4.04
Blackwater,AU,27/5/2015,sky is clear,0,10.9,1.21
Blackwater,AU,28/5/2015,sky is clear,0,25.14,2.65
Blackwater,AU,29/5/2015,sky is clear,0,25.88,1.87
Blackwater,AU,30/5/2015,light rain,80,20.69,1.91
Blackwater,AU,31/5/2015,moderate rain,98,20.62,2.32
Bongaree,AU,28/5/2015,light rain,36,18.71,1.67
Bongaree,AU,29/5/2015,light rain,8,18.83,1.42
Bongaree,AU,30/5/2015,light rain,45,20.44,2.02
Bongaree,AU,31/5/2015,light rain,71,20.17,1.82
Bongaree,AU,1/6/2015,sky is clear,0,17.13,4.1
Bowen,AU,27/5/2015,light rain,64,24.09,9.31
Bowen,AU,28/5/2015,sky is clear,0,25.3,9.25
Bowen,AU,29/5/2015,light rain,56,24.93,7.87
Bowen,AU,30/5/2015,light rain,23,23.14,3
Bowen,AU,31/5/2015,moderate rain,46,24.17,2.35
Bowral,AU,28/5/2015,light rain,56,11.25,1.17
Bowral,AU,29/5/2015,light rain,88,12.63,2.37
Bowral,AU,30/5/2015,light rain,82,8.49,0.95
Bowral,AU,31/5/2015,light rain,83,11.62,3.34
Bowral,AU,1/6/2015,light rain,9,6.88,4.45
Brisbane,AU,28/5/2015,light rain,36,18.71,1.67
Brisbane,AU,29/5/2015,light rain,8,18.83,1.42
Brisbane,AU,30/5/2015,light rain,45,20.44,2.02
Brisbane,AU,31/5/2015,light rain,71,20.17,1.82
Brisbane,AU,1/6/2015,sky is clear,0,17.13,4.1
Broken Hill,AU,27/5/2015,overcast clouds,92,13.54,2.21
Broken Hill,AU,28/5/2015,moderate rain,68,20.55,5.45
Broken Hill,AU,29/5/2015,moderate rain,92,14.03,3.12
Broken Hill,AU,30/5/2015,moderate rain,99,12.64,2.19
Broken Hill,AU,31/5/2015,light rain,4,10.47,3.92
Broome,AU,27/5/2015,sky is clear,0,26.24,4.71
Broome,AU,28/5/2015,sky is clear,0,26.29,3.8
Broome,AU,29/5/2015,sky is clear,0,26.28,4.27
Buderim,AU,28/5/2015,light rain,36,18.5,1.67
Buderim,AU,29/5/2015,light rain,8,18.83,1.42
Buderim,AU,30/5/2015,light rain,45,20.44,2.02
Buderim,AU,31/5/2015,light rain,71,20.17,1.82
Buderim,AU,1/6/2015,sky is clear,0,17.13,4.1
Bunbury,AU,27/5/2015,light rain,48,10.99,3.91
Bunbury,AU,28/5/2015,sky is clear,0,14.39,4.95
Bunbury,AU,29/5/2015,sky is clear,0,14.93,3.57
Bunbury,AU,30/5/2015,light rain,2,17.19,2.93
Bunbury,AU,31/5/2015,sky is clear,0,17.11,1.81
Bundaberg,AU,28/5/2015,light rain,8,19.44,1.97
Bundaberg,AU,29/5/2015,light rain,0,20.38,1.87
Bundaberg,AU,30/5/2015,light rain,50,20.79,1.85
Bundaberg,AU,31/5/2015,moderate rain,94,21.12,1.6
Bundaberg,AU,1/6/2015,light rain,30,18.48,3.67
Burnie,AU,27/5/2015,light rain,68,13.39,7.61
Burnie,AU,28/5/2015,heavy intensity rain,92,13.13,12.2
Burnie,AU,29/5/2015,scattered clouds,44,13.18,11.87
Burnie,AU,30/5/2015,heavy intensity rain,40,11.89,8.24
Burnie,AU,31/5/2015,moderate rain,77,8.77,6.63
Burpengary,AU,28/5/2015,light rain,36,18.71,1.67
Burpengary,AU,29/5/2015,light rain,8,18.83,1.42
Burpengary,AU,30/5/2015,light rain,45,20.44,2.02
Burpengary,AU,31/5/2015,light rain,71,20.17,1.82
Burpengary,AU,1/6/2015,sky is clear,0,17.13,4.1
Busselton,AU,27/5/2015,overcast clouds,88,14.19,5.26
Busselton,AU,28/5/2015,broken clouds,80,15.25,4.15
Busselton,AU,29/5/2015,few clouds,20,14.53,2.47
Busselton,AU,30/5/2015,light rain,3,17.09,3.16
Busselton,AU,31/5/2015,sky is clear,0,17.31,1.91
Caboolture,AU,28/5/2015,light rain,36,18.5,1.67
Caboolture,AU,29/5/2015,light rain,8,18.83,1.42
Caboolture,AU,30/5/2015,light rain,45,20.44,2.02
Caboolture,AU,31/5/2015,light rain,71,20.17,1.82
Caboolture,AU,1/6/2015,sky is clear,0,17.13,4.1
Cairns,AU,27/5/2015,scattered clouds,36,23.39,6.81
Cairns,AU,28/5/2015,light rain,92,23.86,7.5
Cairns,AU,29/5/2015,light rain,92,23.93,6.82
Cairns,AU,30/5/2015,light rain,4,24.04,5.03
Cairns,AU,31/5/2015,light rain,61,24.17,2.71
Caloundra,AU,28/5/2015,light rain,36,18.5,1.67
Caloundra,AU,29/5/2015,light rain,8,18.83,1.42
Caloundra,AU,30/5/2015,light rain,45,20.44,2.02
Caloundra,AU,31/5/2015,light rain,71,20.17,1.82
Caloundra,AU,1/6/2015,sky is clear,0,17.13,4.1
Canberra,AU,27/5/2015,light rain,92,8.54,1.36
Canberra,AU,28/5/2015,light rain,76,12.07,2.55
Canberra,AU,29/5/2015,moderate rain,88,11.53,6.37
Canberra,AU,30/5/2015,light rain,75,6.74,0.83
Canberra,AU,31/5/2015,sky is clear,55,7.92,5.99
Carnarvon,AU,27/5/2015,scattered clouds,36,17.99,5.81
Carnarvon,AU,28/5/2015,sky is clear,0,21.56,4
Carnarvon,AU,29/5/2015,sky is clear,0,21.53,3.42
Carnarvon,AU,30/5/2015,sky is clear,0,19.64,6.26
Carnarvon,AU,31/5/2015,sky is clear,0,20.71,5.96
Casino,AU,28/5/2015,sky is clear,0,16.78,1.32
Casino,AU,29/5/2015,scattered clouds,36,18.33,1.32
Casino,AU,30/5/2015,light rain,45,17.34,1.17
Casino,AU,31/5/2015,light rain,26,19.92,2.22
Casino,AU,1/6/2015,sky is clear,0,16.58,0.77
Castlemaine,AU,27/5/2015,light rain,32,8.79,2.81
Castlemaine,AU,28/5/2015,moderate rain,68,11.98,4.75
Castlemaine,AU,29/5/2015,light rain,44,11.28,3.67
Castlemaine,AU,30/5/2015,light rain,89,9.79,3.75
Castlemaine,AU,31/5/2015,light rain,90,8.12,7.81
Cessnock,AU,28/5/2015,light rain,92,14.06,1.72
Cessnock,AU,29/5/2015,light rain,92,15.08,2.72
Cessnock,AU,30/5/2015,light rain,78,12.99,1.37
Cessnock,AU,31/5/2015,light rain,94,15.72,3.39
Cessnock,AU,1/6/2015,sky is clear,0,10.73,3.56
Charters Towers,AU,27/5/2015,sky is clear,0,15.19,3.36
Charters Towers,AU,28/5/2015,sky is clear,0,26,5.7
Charters Towers,AU,29/5/2015,light rain,44,22.83,4.52
Charters Towers,AU,30/5/2015,light rain,32,21.84,1.45
Charters Towers,AU,31/5/2015,light rain,61,22.32,2.04
Clifton Springs,AU,27/5/2015,light rain,24,12.55,3.86
Clifton Springs,AU,28/5/2015,moderate rain,0,15.84,4.9
Clifton Springs,AU,29/5/2015,scattered clouds,36,12.63,3.37
Clifton Springs,AU,30/5/2015,light rain,61,11.49,6.57
Clifton Springs,AU,31/5/2015,heavy intensity rain,72,9.47,8.38
Coffs Harbour,AU,28/5/2015,sky is clear,0,16.71,1.52
Coffs Harbour,AU,29/5/2015,sky is clear,8,17.38,1.77
Coffs Harbour,AU,30/5/2015,light rain,33,17.74,1.62
Coffs Harbour,AU,31/5/2015,light rain,10,19.42,2.95
Coffs Harbour,AU,1/6/2015,sky is clear,0,15.93,2.65
Colac,AU,27/5/2015,few clouds,20,11.05,7.16
Colac,AU,28/5/2015,moderate rain,0,15.49,11.25
Colac,AU,29/5/2015,scattered clouds,32,12.13,7.07
Colac,AU,30/5/2015,light rain,72,11.04,5.92
Colac,AU,31/5/2015,moderate rain,93,8.07,7.96
Collie,AU,27/5/2015,light rain,48,10.99,3.91
Collie,AU,28/5/2015,sky is clear,0,14.39,4.95
Collie,AU,29/5/2015,sky is clear,0,14.93,3.57
Collie,AU,30/5/2015,light rain,2,17.19,2.93
Collie,AU,31/5/2015,sky is clear,0,17.11,1.81
Coolum Beach,AU,28/5/2015,light rain,36,18.5,1.67
Coolum Beach,AU,29/5/2015,light rain,8,18.83,1.42
Coolum Beach,AU,30/5/2015,light rain,45,20.44,2.02
Coolum Beach,AU,31/5/2015,light rain,71,20.17,1.82
Coolum Beach,AU,1/6/2015,sky is clear,0,17.13,4.1
Cooma,AU,27/5/2015,light rain,48,5.79,3.01
Cooma,AU,28/5/2015,light rain,64,11.14,4.8
Cooma,AU,29/5/2015,light rain,0,9.23,6.92
Cooma,AU,30/5/2015,light rain,59,4.99,1.39
Cooma,AU,31/5/2015,light snow,16,7.22,5.91
Cootamundra,AU,27/5/2015,light rain,92,9.24,1.16
Cootamundra,AU,28/5/2015,light rain,80,12.73,1.75
Cootamundra,AU,29/5/2015,moderate rain,92,12.18,4.67
Cootamundra,AU,30/5/2015,light rain,86,8.74,1.43
Cootamundra,AU,31/5/2015,sky is clear,51,8.47,5.46
Corowa,AU,27/5/2015,light rain,76,9.94,3.01
Corowa,AU,28/5/2015,light rain,68,15.16,4.7
Corowa,AU,29/5/2015,sky is clear,8,13.83,4.77
Corowa,AU,30/5/2015,light rain,94,9.89,2.97
Corowa,AU,31/5/2015,moderate rain,73,8.87,6.07
Cowra,AU,27/5/2015,light rain,92,9.69,1.41
Cowra,AU,28/5/2015,light rain,80,12.91,3.3
Cowra,AU,29/5/2015,moderate rain,92,11.63,4.67
Cowra,AU,30/5/2015,light rain,76,7.89,1.62
Cowra,AU,31/5/2015,moderate rain,85,9.57,4.92
Craigieburn,AU,27/5/2015,light rain,24,12.14,3.86
Craigieburn,AU,28/5/2015,moderate rain,0,15.67,4.9
Craigieburn,AU,29/5/2015,scattered clouds,36,12.63,3.37
Craigieburn,AU,30/5/2015,light rain,61,11.49,6.57
Craigieburn,AU,31/5/2015,heavy intensity rain,72,9.47,8.38
Cranbourne,AU,27/5/2015,light rain,24,12.55,3.86
Cranbourne,AU,28/5/2015,moderate rain,0,15.84,4.9
Cranbourne,AU,29/5/2015,scattered clouds,36,12.63,3.37
Cranbourne,AU,30/5/2015,light rain,61,11.49,6.57
Cranbourne,AU,31/5/2015,heavy intensity rain,72,9.47,8.38
Dalby,AU,28/5/2015,light rain,80,15.43,2.12
Dalby,AU,29/5/2015,light rain,36,16.98,2.07
Dalby,AU,30/5/2015,light rain,33,18.04,2.01
Dalby,AU,31/5/2015,moderate rain,85,19.32,4.5
Dalby,AU,1/6/2015,light rain,6,12.28,4.84
Darwin,AU,27/5/2015,few clouds,12,27.69,7.16
Deception Bay,AU,28/5/2015,light rain,36,18.5,1.67
Deception Bay,AU,29/5/2015,light rain,8,18.83,1.42
Deception Bay,AU,30/5/2015,light rain,45,20.44,2.02
Deception Bay,AU,31/5/2015,light rain,71,20.17,1.82
Deception Bay,AU,1/6/2015,sky is clear,0,17.13,4.1
Deniliquin,AU,27/5/2015,light rain,12,8.84,3.31
Deniliquin,AU,28/5/2015,few clouds,24,16.96,5.05
Deniliquin,AU,29/5/2015,sky is clear,0,14.43,4.67
Deniliquin,AU,30/5/2015,light rain,95,9.99,3.54
Deniliquin,AU,31/5/2015,moderate rain,55,9.47,7.09
Devonport,AU,27/5/2015,light rain,68,13.39,7.61
Devonport,AU,28/5/2015,heavy intensity rain,92,13.13,12.2
Devonport,AU,29/5/2015,scattered clouds,44,13.18,11.87
Devonport,AU,30/5/2015,heavy intensity rain,40,11.89,8.24
Devonport,AU,31/5/2015,moderate rain,77,8.77,6.63
Dubbo,AU,27/5/2015,light rain,92,12.79,3.46
Dubbo,AU,28/5/2015,light rain,92,15.24,5.2
Dubbo,AU,29/5/2015,heavy intensity rain,92,14.23,2.12
Dubbo,AU,30/5/2015,moderate rain,79,11.64,1.46
Dubbo,AU,31/5/2015,moderate rain,100,12.67,5.52
Emerald,AU,27/5/2015,sky is clear,0,10.54,1.51
Emerald,AU,28/5/2015,sky is clear,0,24.33,3.45
Emerald,AU,29/5/2015,sky is clear,0,25.63,2.22
Emerald,AU,30/5/2015,light rain,63,20.09,1.94
Emerald,AU,31/5/2015,moderate rain,97,19.62,1.82
Esperance,AU,27/5/2015,light rain,68,16.39,7.11
Esperance,AU,28/5/2015,scattered clouds,36,16.16,5.7
Esperance,AU,29/5/2015,overcast clouds,92,15.98,2.97
Esperance,AU,30/5/2015,moderate rain,41,16.94,6.87
Esperance,AU,31/5/2015,moderate rain,36,15.06,2.99
Flinders,AU,28/5/2015,sky is clear,0,18.37,3.17
Flinders,AU,29/5/2015,light rain,92,17.88,5.27
Flinders,AU,30/5/2015,light rain,46,16.14,2.32
Flinders,AU,31/5/2015,light rain,17,16.62,7.18
Flinders,AU,1/6/2015,light rain,10,14.63,11.23
Forbes,AU,27/5/2015,light rain,92,10.79,1.76
Forbes,AU,28/5/2015,light rain,92,14.9,3.45
Forbes,AU,29/5/2015,moderate rain,92,12.93,2.97
Forbes,AU,30/5/2015,moderate rain,92,11.19,1.92
Forbes,AU,31/5/2015,moderate rain,97,11.27,5.45
Gatton,AU,28/5/2015,sky is clear,0,14.59,2.22
Gatton,AU,29/5/2015,broken clouds,68,15.98,1.97
Gatton,AU,30/5/2015,light rain,79,15.49,1.4
Gatton,AU,31/5/2015,moderate rain,77,18.67,4.17
Gatton,AU,1/6/2015,sky is clear,0,11.13,5.98
Gawler,AU,27/5/2015,scattered clouds,32,11.09,2.96
Gawler,AU,28/5/2015,light rain,32,17.71,5.95
Gawler,AU,29/5/2015,sky is clear,8,14.83,3.22
Gawler,AU,30/5/2015,light rain,86,11.44,2.85
Gawler,AU,31/5/2015,light rain,56,12.22,6.73
Geelong,AU,27/5/2015,few clouds,20,11.05,7.16
Geelong,AU,28/5/2015,moderate rain,0,15.49,11.25
Geelong,AU,29/5/2015,scattered clouds,32,12.13,7.07
Geelong,AU,30/5/2015,light rain,72,11.04,5.92
Geelong,AU,31/5/2015,moderate rain,93,8.07,7.96
Geraldton,AU,27/5/2015,scattered clouds,32,11.29,4.96
Geraldton,AU,28/5/2015,sky is clear,0,18.97,4.9
Geraldton,AU,29/5/2015,sky is clear,0,18.58,4.22
Geraldton,AU,30/5/2015,sky is clear,0,19.64,5.53
Geraldton,AU,31/5/2015,sky is clear,0,19.61,2.92
Gladstone,AU,28/5/2015,sky is clear,0,20.58,3.12
Gladstone,AU,29/5/2015,sky is clear,0,22.38,3.67
Gladstone,AU,30/5/2015,light rain,60,20.64,2.34
Gladstone,AU,31/5/2015,heavy intensity rain,92,21.17,1.65
Gladstone,AU,1/6/2015,light rain,76,19.03,4.04
Gold Coast,AU,28/5/2015,sky is clear,0,17.64,1.32
Gold Coast,AU,29/5/2015,light rain,36,17.73,1.12
Gold Coast,AU,30/5/2015,light rain,60,17.49,1.44
Gold Coast,AU,31/5/2015,light rain,73,19.62,1.79
Gold Coast,AU,1/6/2015,sky is clear,0,16.23,2.84
Goulburn,AU,28/5/2015,light rain,24,12.56,1.52
Goulburn,AU,29/5/2015,light rain,80,13.58,3.87
Goulburn,AU,30/5/2015,light rain,61,8.99,1.39
Goulburn,AU,31/5/2015,light rain,30,11.12,4.93
Goulburn,AU,1/6/2015,light rain,4,8.83,5.53
Grafton,AU,28/5/2015,sky is clear,0,16.8,1.52
Grafton,AU,29/5/2015,sky is clear,8,17.38,1.77
Grafton,AU,30/5/2015,light rain,33,17.74,1.62
Grafton,AU,31/5/2015,light rain,10,19.42,2.95
Grafton,AU,1/6/2015,sky is clear,0,15.93,2.65
Griffith,AU,27/5/2015,few clouds,24,8.89,2.11
Griffith,AU,28/5/2015,moderate rain,12,15.78,3.95
Griffith,AU,29/5/2015,broken clouds,68,13.93,3.32
Griffith,AU,30/5/2015,moderate rain,97,10.29,2.68
Griffith,AU,31/5/2015,light rain,75,9.97,6.62
Gunnedah,AU,28/5/2015,light rain,36,14.7,1.87
Gunnedah,AU,29/5/2015,light rain,92,14.08,1.82
Gunnedah,AU,30/5/2015,light rain,81,12.54,1.76
Gunnedah,AU,31/5/2015,moderate rain,98,14.27,4.24
Gunnedah,AU,1/6/2015,light rain,10,6.88,4.2
Gympie,AU,28/5/2015,scattered clouds,32,21.84,1.97
Gympie,AU,29/5/2015,light rain,56,20.73,0.67
Gympie,AU,30/5/2015,moderate rain,45,21.19,1.26
Gympie,AU,31/5/2015,moderate rain,56,21.62,1.72
Gympie,AU,1/6/2015,light rain,0,19.13,2.82
Hamilton,AU,27/5/2015,light rain,36,11.79,8.51
Hamilton,AU,28/5/2015,moderate rain,44,14.19,10.15
Hamilton,AU,29/5/2015,scattered clouds,36,12.43,5.57
Hamilton,AU,30/5/2015,moderate rain,81,11.74,7.96
Hamilton,AU,31/5/2015,moderate rain,57,8.92,9.6
Hastings,AU,27/5/2015,light rain,24,12.55,3.86
Hastings,AU,28/5/2015,moderate rain,0,15.84,4.9
Hastings,AU,29/5/2015,scattered clouds,36,12.63,3.37
Hastings,AU,30/5/2015,light rain,61,11.49,6.57
Hastings,AU,31/5/2015,heavy intensity rain,72,9.47,8.38
Healesville,AU,27/5/2015,light rain,44,11.39,2.86
Healesville,AU,28/5/2015,moderate rain,0,14.16,3.9
Healesville,AU,29/5/2015,broken clouds,76,10.63,2.67
Healesville,AU,30/5/2015,light rain,86,10.29,2.95
Healesville,AU,31/5/2015,heavy intensity rain,50,7.27,4.44
Hobart,AU,27/5/2015,sky is clear,0,8.15,5.01
Hobart,AU,28/5/2015,light rain,32,13.84,7.75
Hobart,AU,29/5/2015,light rain,56,7.68,5.67
Hobart,AU,30/5/2015,light rain,61,11.24,7.28
Hobart,AU,31/5/2015,sky is clear,47,7.62,0.62
Horsham,AU,27/5/2015,light rain,88,11.44,4.81
Horsham,AU,28/5/2015,moderate rain,8,14.84,6.45
Horsham,AU,29/5/2015,light rain,20,12.78,3.62
Horsham,AU,30/5/2015,light rain,81,10.54,4.84
Horsham,AU,31/5/2015,light rain,80,8.67,8.01
Ingham,AU,27/5/2015,light rain,76,16.34,3.36
Ingham,AU,28/5/2015,light rain,80,25.42,5.8
Ingham,AU,29/5/2015,light rain,92,22.03,4.12
Ingham,AU,30/5/2015,light rain,52,21.09,1.49
Ingham,AU,31/5/2015,light rain,48,22.87,0.76
Innisfail,AU,27/5/2015,light rain,92,19.89,1.66
Innisfail,AU,28/5/2015,moderate rain,92,20.77,2.95
Innisfail,AU,29/5/2015,light rain,92,21.33,2.27
Innisfail,AU,30/5/2015,light rain,59,22.14,2.04
Innisfail,AU,31/5/2015,light rain,52,23.62,1.05
Inverell,AU,28/5/2015,sky is clear,0,13.81,1.87
Inverell,AU,29/5/2015,light rain,92,12.98,2.67
Inverell,AU,30/5/2015,light rain,41,13.54,1.92
Inverell,AU,31/5/2015,moderate rain,83,14.82,5.4
Inverell,AU,1/6/2015,light rain,2,6.38,4.1
Karratha,AU,27/5/2015,light rain,64,16.09,2.41
Karratha,AU,28/5/2015,broken clouds,64,21.76,2.1
Karratha,AU,29/5/2015,sky is clear,0,23.28,2.87
Karratha,AU,30/5/2015,sky is clear,0,22.49,2.41
Karratha,AU,31/5/2015,light rain,13,23.01,4.95
Katherine,AU,27/5/2015,sky is clear,0,21.29,5.01
Kempsey,AU,28/5/2015,sky is clear,0,17.21,1.67
Kempsey,AU,29/5/2015,overcast clouds,88,19.03,2.02
Kempsey,AU,30/5/2015,light rain,68,17.64,1.32
Kempsey,AU,31/5/2015,light rain,56,19.67,3.63
Kempsey,AU,1/6/2015,sky is clear,0,14.83,6.1
Kiama,AU,28/5/2015,sky is clear,0,18.37,3.17
Kiama,AU,29/5/2015,light rain,92,17.88,5.27
Kiama,AU,30/5/2015,light rain,46,16.14,2.32
Kiama,AU,31/5/2015,light rain,17,16.62,7.18
Kiama,AU,1/6/2015,light rain,10,14.63,11.23
Kingaroy,AU,28/5/2015,light rain,92,16.66,2.27
Kingaroy,AU,29/5/2015,light rain,24,17.73,1.87
Kingaroy,AU,30/5/2015,moderate rain,68,18.59,1.36
Kingaroy,AU,31/5/2015,moderate rain,90,18.92,2.76
Kingaroy,AU,1/6/2015,sky is clear,1,13.63,5.2
Kirrawee,AU,28/5/2015,few clouds,20,17.01,2.47
Kirrawee,AU,29/5/2015,light rain,88,17.08,4.87
Kirrawee,AU,30/5/2015,light rain,64,13.89,1.83
Kirrawee,AU,31/5/2015,light rain,73,16.67,4.16
Kirrawee,AU,1/6/2015,sky is clear,0,12.48,7.53
Kirribilli,AU,28/5/2015,few clouds,20,17.01,2.47
Kirribilli,AU,29/5/2015,light rain,88,17.08,4.87
Kirribilli,AU,30/5/2015,light rain,64,13.89,1.83
Kirribilli,AU,31/5/2015,light rain,73,16.67,4.16
Kirribilli,AU,1/6/2015,sky is clear,0,12.48,7.53
Kootingal,AU,28/5/2015,light rain,8,11.04,1.72
Kootingal,AU,29/5/2015,light rain,92,12.33,2.82
Kootingal,AU,30/5/2015,light rain,81,11.49,1.67
Kootingal,AU,31/5/2015,moderate rain,98,14.02,5.39
Kootingal,AU,1/6/2015,light rain,9,5.23,2.96
Kununurra,AU,27/5/2015,sky is clear,0,19.99,3.51
Kurnell,AU,28/5/2015,few clouds,20,17.01,2.47
Kurnell,AU,29/5/2015,light rain,88,17.08,4.87
Kurnell,AU,30/5/2015,light rain,64,13.89,1.83
Kurnell,AU,31/5/2015,light rain,73,16.67,4.16
Kurnell,AU,1/6/2015,sky is clear,0,12.48,7.53
Kurri Kurri,AU,28/5/2015,light rain,92,14.06,1.72
Kurri Kurri,AU,29/5/2015,light rain,92,15.08,2.72
Kurri Kurri,AU,30/5/2015,light rain,78,12.99,1.37
Kurri Kurri,AU,31/5/2015,light rain,94,15.72,3.39
Kurri Kurri,AU,1/6/2015,sky is clear,0,10.73,3.56
Kwinana,AU,27/5/2015,sky is clear,0,10.54,2.51
Kwinana,AU,28/5/2015,light rain,0,14.74,5.35
Kwinana,AU,29/5/2015,sky is clear,0,15.48,5.47
Kwinana,AU,30/5/2015,sky is clear,0,17.64,2.73
Kwinana,AU,31/5/2015,sky is clear,0,18.01,1.79
Kyabram,AU,27/5/2015,light rain,12,8.84,3.31
Kyabram,AU,28/5/2015,few clouds,24,16.96,5.05
Kyabram,AU,29/5/2015,sky is clear,0,14.43,4.67
Kyabram,AU,30/5/2015,light rain,95,9.99,3.54
Kyabram,AU,31/5/2015,moderate rain,55,9.47,7.09
Kyogle,AU,28/5/2015,sky is clear,0,16.78,1.32
Kyogle,AU,29/5/2015,scattered clouds,36,18.33,1.32
Kyogle,AU,30/5/2015,light rain,45,17.34,1.17
Kyogle,AU,31/5/2015,light rain,26,19.92,2.22
Kyogle,AU,1/6/2015,sky is clear,0,16.58,0.77
Lake Albert,AU,27/5/2015,light rain,88,10.09,1.76
Lake Albert,AU,28/5/2015,light rain,12,14.93,2.95
Lake Albert,AU,29/5/2015,light rain,80,12.88,4.07
Lake Albert,AU,30/5/2015,light rain,94,10.19,2.23
Lake Albert,AU,31/5/2015,light rain,77,9.22,7.03
Lake Heights,AU,28/5/2015,few clouds,20,17.01,2.47
Lake Heights,AU,29/5/2015,light rain,88,17.08,4.87
Lake Heights,AU,30/5/2015,light rain,64,13.89,1.83
